date,gross_return,cost,net_return,cum_gross,cum_net,weight_EURUSD,weight_GBPUSD,weight_AUDUSD,weight_USDCAD
2010-11-17,0.009029,0.000398,0.008631,1.108870,1.055085,-0.154821,-0.281904,-0.224707,0.300000
2010-11-18,0.001954,0.000392,0.001562,1.111037,1.056733,0.253541,0.300000,0.085403,-0.300000
2010-11-19,0.007005,0.000058,0.006947,1.118819,1.064074,0.274988,0.179536,0.224762,-0.300000
2010-11-22,-0.001522,0.000224,-0.001746,1.117116,1.062215,-0.220086,0.300000,-0.232315,-0.300000
2010-11-23,0.004500,0.000360,0.004140,1.122143,1.066613,-0.300000,-0.300000,0.178907,0.300000
2010-11-24,-0.004890,0.000303,-0.005193,1.116656,1.061074,-0.114346,0.272099,0.300000,-0.300000
2010-11-25,0.002936,0.000141,0.002795,1.119935,1.064040,0.237101,0.300000,0.021537,-0.300000
2010-11-26,0.001005,0.000358,0.000648,1.121061,1.064729,-0.300000,-0.279644,-0.041790,0.300000
2010-11-29,0.009316,0.000121,0.009195,1.131504,1.074519,-0.068611,-0.214825,-0.300000,0.300000
2010-11-30,0.004176,0.000042,0.004134,1.136229,1.078961,-0.217829,-0.214303,-0.247535,0.300000
2010-12-01,0.001126,0.000105,0.001021,1.137509,1.080063,0.067231,-0.300000,-0.108518,0.300000
2010-12-02,0.003405,0.000264,0.003141,1.141382,1.083456,0.128230,0.300000,-0.141674,-0.300000
2010-12-03,-0.007899,0.000330,-0.008229,1.132366,1.074540,-0.168653,-0.300000,-0.251390,0.300000
2010-12-06,-0.001879,0.000184,-0.002063,1.130239,1.072323,-0.300000,-0.060634,0.230865,0.300000
2010-12-07,0.004836,0.000168,0.004668,1.135704,1.077329,-0.219666,-0.277184,-0.236047,0.300000
2010-12-08,-0.002058,0.000412,-0.002470,1.133367,1.074668,0.207989,0.300000,0.122108,-0.300000
2010-12-09,0.000350,0.000355,-0.000005,1.133763,1.074663,0.189390,-0.300000,-0.300000,0.300000
2010-12-10,0.001124,0.000174,0.000950,1.135038,1.075684,-0.145520,-0.300000,0.136082,0.300000
2010-12-13,-0.000483,0.000426,-0.000910,1.134489,1.074706,0.300000,0.300000,-0.251072,-0.300000
2010-12-14,-0.000815,0.000378,-0.001193,1.133564,1.073424,-0.300000,0.192347,0.300000,0.144264
2010-12-15,-0.001934,0.000293,-0.002227,1.131372,1.071033,0.205721,0.300000,0.016507,-0.300000
2010-12-16,0.006114,0.000364,0.005750,1.138289,1.077192,-0.300000,-0.156405,-0.164245,0.300000
2010-12-17,-0.001641,0.000102,-0.001743,1.136422,1.075315,-0.064715,-0.300000,-0.300000,0.300000
2010-12-20,0.005150,0.000004,0.005145,1.142274,1.080847,-0.087647,-0.300000,-0.300000,0.300000
2010-12-21,0.001513,0.000074,0.001439,1.144002,1.082403,-0.014548,-0.300000,-0.061163,0.300000
2010-12-22,0.000143,0.000315,-0.000173,1.144165,1.082216,-0.015591,0.300000,0.221148,-0.300000
2010-12-23,0.000108,0.000121,-0.000013,1.144289,1.082202,-0.300000,0.229350,0.300000,-0.156603
2010-12-24,0.001223,0.000122,0.001101,1.145689,1.083394,-0.245788,-0.300000,0.300000,-0.260344
2010-12-27,0.002644,0.000322,0.002322,1.148718,1.085910,-0.300000,-0.128420,-0.281396,0.300000
2010-12-28,-0.001802,0.000205,-0.002007,1.146648,1.083730,-0.300000,0.300000,0.263382,0.300000
2010-12-29,0.001609,0.000071,0.001538,1.148493,1.085397,-0.300000,0.300000,0.300000,0.053460
2010-12-30,-0.007822,0.000328,-0.008150,1.139509,1.076552,-0.185345,-0.300000,-0.300000,0.300000
2010-12-31,0.000469,0.000470,-0.000001,1.140044,1.076551,0.299567,0.203056,0.300000,-0.300000
2011-01-03,-0.005737,0.000407,-0.006144,1.133504,1.069937,0.149582,-0.300000,-0.300000,0.300000
2011-01-04,-0.002994,0.000328,-0.003322,1.130110,1.066382,-0.300000,0.300000,0.300000,0.300000
2011-01-05,-0.001606,0.000287,-0.001892,1.128296,1.064365,0.253869,0.300000,0.170580,-0.300000
2011-01-06,-0.003025,0.000126,-0.003152,1.124882,1.061010,0.300000,0.300000,-0.300000,-0.300000
2011-01-07,0.006544,0.000348,0.006196,1.132244,1.067584,-0.223489,-0.300000,-0.299999,0.300000
2011-01-10,0.005661,0.000367,0.005294,1.138653,1.073235,-0.300000,0.300000,0.116920,-0.300000
2011-01-11,0.001069,0.000192,0.000877,1.139871,1.074177,0.021786,0.300000,-0.300000,-0.200001
